,article_id,comment_number,comment_content,comment_author,comment_timestamp
58,243252,111911,فشل كبير في المعاملة مع المغاربة العالقين في الداخل او الخارج . في نضري  أخد هذا القرار الغير مسؤول يجب ان يستقيل وتقديمه للمحاكمة .الناس طردت من بيتها وعملها والعالقين في الخارج باعوا اغراضهم وانقرض صبرهم وزادهم وأصبحوا متشردين بمعنى الكلمة. والذي اتخد هذا القرار الصبياني ينعم في بيته وسط عائلته وشهرية مضمونة للعيش الرفيع . ما حدث للمغاربة العالقين في الداخل او الخارج جريمة والمجرم ينعم بالمركز والمال .,عابر سبيل,2020-07-17 16:18:02+01:00
59,243488,111990,إوا سيرو للمغرب ها المغرب ألي فشي بلاد يبقئ فيها كلنا توحشنا المغرب ولكن ماشي وقتو,abdelali,2020-07-19 09:41:22+01:00
60,243478,111972,"تاخرتم كثيرا يا دولة المغرب,اللمسؤولون المغاربة يحبون التنويه والاشادة والاكل والشرب والرقص والكراسي والرواتب الضخمة المستخلصة على حساب الضعفاء من الشعب.",ملاحظ,2020-07-18 20:51:47+01:00
61,243128,111884,لو كان ابناؤه في الخارج لما انزل هذا الشرط التعجيزي,حميد,2020-07-16 23:33:17+01:00
62,243128,111898,نسال الله في هذا يوم الجمعة ان ياخد الحق في هذه الحكومة التي حرمت على ابنائنا الطلبة جيل المستقبل من العودة الى وطنهم بعد معاناة و الام و خصوصا في دول رومانيا و اوكرانيا وجنوب افريقيا,مواطن غيور,2020-07-17 10:31:17+01:00
63,243128,111912,عيب عليكم حتى من تمكن من الحصول على الاختبار اصطدم باسعار التزاكر الخيالية خاصة البحرية.,من فرنسا,2020-07-17 16:26:04+01:00
64,243609,112046,علاش متصفطوش الرجال يخدمو ره عيب وعار العيالات يمشيو يتكرفصو عليهم,كوفيد,2020-07-19 17:01:23+01:00
65,243609,112047,عيب وعار تصيفطو العيالات يحرتو عليهم الاسبان,كوفيد,2020-07-19 17:05:01+01:00
66,243609,112050,تحيا اسبانيا,من المغرب,2020-07-19 17:55:16+01:00
67,245653,112933,الاعيب خبيثة من عيال زايد لكسب ود المغاربة، ستبقون في نظرنا دويلة مؤامرات و دويلة مخربة لآمال الشعوب العربية في العيش بحرية و ديمقراطية، و ستبقون ايضا دويلة تحارب الاسلام و تتحالف مع الصهاينة و عباد البقر,س. آسفي,2020-07-30 22:17:06+01:00
68,245653,112945,المشكل هو سياستهم تتغير حسب منضومة امريكا لا علي المبادي والشريعة الاسبانية,جواد,2020-07-31 05:25:42+01:00
69,245670,112939,Bravo عين الصواب الله يعرضها بالصبر,غير معروف,2020-07-31 00:49:19+01:00
70,245670,112943,ان لله وإنا اليه راجعون,سمير شوقي,2020-07-31 02:09:28+01:00
71,245670,112955,إلى متى هذا التمييز بين الشعب المغربي بالسيدة التي توفيت بمليلية بضع أمتار من أرض الوطن لم تلبى رغبة والتها الله ياخد فيكم الحقالحسين,غير معروف,2020-07-31 11:38:25+01:00
72,245670,113066,pour ceux et celles qui sont décédé avant ce jeune eux ils ne sont pas des marocains y’en a qui payent des fortunes en attendant votre coup de baguette magique jusqu’a quand vous allez nous prendre pour des cons mettez vous a leurs place pour  vivre leur malheur,lolo de paris,2020-08-01 21:15:35+01:00
73,245670,113200,هناك قنصل في هولاندا فوق القانون . يتحدى الوزارة.,المختار,2020-08-03 12:43:00+01:00
74,246344,113253,الدولة تريد العملة الصعبة لا الجثامين وأرض الله سبحانه وتعالى واسعة,غير معروف,2020-08-04 01:28:37+01:00
75,247465,113604,السلام عليكم ورحمة الله لو سألتم 90%من الجالية المغربية هل يعرفون من هو بوصوف الإجابة لا لأنه لم يهتم بمصالح هذه الجالية التي وكلت له,Mkn4a@hotmail.com,2020-08-09 16:56:02+01:00
76,247465,113605,عن اي حلول تتكلم ابوصوف عن غلاء تذاكر الخطوط الملكية عن مشاكل العبور عن مشاكل جواز السفر الاغلى في العالم و مدته 5سنوات هذه المشاكل التي تعاني منها الجالية اما عن الاستثمار فالمغرب متحكم فييه من عصابة   و بمباركة دار الضريبة  يعني الاستثمار في المغرب هو نهب اموالك و متابعتك الى السجن نفس طريق سلكها الاف المستثمرين فقط الاحمق الذي يستثمر في المغرب في 24 ساعة في اسبانية تنشأ مقاولة اما المغرب ……,الحلول,2020-08-09 17:10:19+01:00
77,247465,113614,لا اعرف من هو بوصوف ولكن اقول له مبروك عليك بهذا المنصب وستسمى بوكو فلوس,من اسبانيا,2020-08-09 21:04:45+01:00
78,247465,113615,بلا بلا بلا,Amina,2020-08-09 21:14:58+01:00
79,247465,113635,فعلا يحق لكم ان تسموه يوم المهاجر وما تكبد المهاجر المغربي خلال هده الازمة وم عانى منه اغلبية العالقين سواء بالمغرب او خارجه فاحتغلوا كما شئتم,abdellah,2020-08-10 01:27:10+01:00
80,247078,113466,لا حول ولا قوة الا بالله من القرارات العشوائية والغير منطقية والمستحيلة لحكومة المغرب. كيف سيحصلون على فحص PCR في بلد دمره الانفجار ويستغيث بالعالم باسره ولم يجد حتى الوسائل لانقاد وعلاج الالاف من مواطنيه المصابين.لكم الله يا مهاجري العالم .,حائر في وطن,2020-08-07 13:34:40+01:00
81,247732,113678,الله يجعلني نثيق في كلامكم من بعيد عارفين اشنو كيدور,المهجر,2020-08-10 20:53:38+01:00
82,247732,113679,مادا عن الوكيل العام السابق ورزازات اب الدي ضلم آلاف المواطنين بالرشيدية ورزازات  وعين  مستشار بمراكش دون محاسبته ومازال  ضحاياه يعانون من ضلمه من بينهم  مهاجرين  رحمهم من منازلهم نريد الأفعال لا الأقوال فقط,ضحية من صضحايا الوكيل العام السابق بورزاز اب,2020-08-10 21:15:48+01:00
83,247732,114041,"Allez au diable vous votre justice et tout ce qui tourne autour. Comment osez parler aux MRE de la manière de demain sera meilleur qu’hier par ce que le département a changé de tête alors que bon  nombre d’entre nous ont eu des expériences amères avec ce département à notre détriment. Si nous sommes ici c’est bien par ce que nous somme chassés, spoliés, écartés , par vos prédécesseurs sans que  les responsables de ce pays bougent et cela vous arrangeait,  alors passez votre chemin et profitez de votre ministère.",3bir el tariq,2020-08-14 23:49:34+01:00
84,247757,113732,امتى ينوضو الوطنيين حتى عندنا في هولندا اقلبو الطاولة على الأوباش المرتزقه اللى ما لقاو حتى راجل يوقف فوجوههم القبيحة… حتى واحد ما يقدر احل فمو.,مهاجر مغربي ريفي,2020-08-11 12:46:25+01:00
85,247757,113755,"لوكانت الجالية المغربية ممثلة من طرف سياسيين ومثقفين نزهاء يعيشون في اوربا وغيرها من دول المهجر ومنتخبون من طرف الجالية فقط ,لكونهم يعرفون جيدا مشاكل الجالية ومستعدون للدفاع عن قضاياهم الكثيرة جدا بدون نفاق ولا لغة الخشب ولا مؤتمرات ولا ولائم لخشيتكم جل المؤسسات الدولية والافراد…كيف سيمثلكم وزير الخارجية بورويظة المنشغل فقط بافتتاح القنصليات والوزيرة المنتدبة الوافي التي لا تعرف الا النفاق والتستر وراء الحجاب وبوصوف الامين العام لمصالحه فقط وغيرهم…والغريب انهم يقطنون كلهم في المغرب وليس لهم علم بما يجري في الغرب. ماذا قدم هؤولاء للمهاجرين سوى البلاغات والوعود الكاذبة لامتصاص دمائهم ولا يشرفنا اناس امثالهم.",مهاجر,2020-08-11 18:13:57+01:00
86,248572,114105,المغاربة الحراكة كيعتقوا في الايطاليين,الاسفي,2020-08-15 21:15:37+01:00
87,247738,113699,ويل للمنافقين من عذاب يوم عظيم.,مسلم,2020-08-10 23:48:37+01:00
88,247738,113716,لم لم تذكروا جارها الذي هددها بقنبلة مولوتوف عندما قرأ رواية نساء فينيكس…؟؟ هذا ليس تهديدا بالقنل!!!؟,رشيد,2020-08-11 09:40:00+01:00
89,247738,113723,الحمد لله، مرضى نفسانيين يلفون ثم يلفون وينتهي بهم المطاف الى حبل المشنقة، اوا شوفي دروك اش تكولي تما,قربوش,2020-08-11 11:22:50+01:00
90,248926,114219,المغرب راه سجن لجميع الفقراء فيه اللهم سجن الدول الاروبية ولا بلادك المنافقين,غير معروف,2020-08-17 22:58:11+01:00
91,250257,114795,العيشة حتى في فرنسا رغم السنين لقضاوها في بلد الحريات لم يستفيدوا شيأ,بن بركة,2020-08-25 18:54:58+01:00
92,250257,114798,أنا من فرنسا بالضاحية الباريسية لم اسمع بشئ عن هاته العريضة وجميع اصدقائى و عاىلتي لم تسمع من هاته العريضة يعني لا يوجد اكثر من شخصين أو ثلاثة يثرثرون في الخاوي .الناس مهتمة بشغلها وعائلتها فلا أحد يبالي لهاته الترهات.ارجوا أن لا تضللوا المغاربة بهاته الأخبار التي تعطي حجم كبير مثل هاته الصورة التي نشرتم.,نور,2020-08-25 19:09:46+01:00
93,250257,114812,كل ما في الامر بعض المنظمات و منها امنيستي تدافع فقط على الزنادقة و المرتزقة الانفصاليين و طبعا المخابرات الخرخورية تمول دلك,ولد حميدو,2020-08-25 21:40:44+01:00
94,250257,114819,من المسائل التي اشعر بحيرة، هو تدخل بعض المنظمات او الجمعيات او ايا كان من التونسيين  في الشان المغربي،,مواطن,2020-08-25 23:35:10+01:00
95,250257,114824,و ما دخل الهريسة مع الحرشة,ولد حميدو,2020-08-26 00:54:34+01:00
96,250730,115017,سبحان الله فين ما مشاو المغاربة يحمرو لينا الوجه……..في المصاءب و الكوارث,محمد المانيا,2020-08-28 10:53:45+01:00
97,250423,114864,ارى بعض الاسماء ربما تشابه لبعض الموظفين و امناء بعض الاحزاب و الاعيان,احمد,2020-08-26 16:40:25+01:00
98,250617,114955,Des animaux et des canibals,Mohamed,2020-08-27 18:01:24+01:00
99,250617,114956,ان لم تستحي ففعل ما شات، هدوك بعدا ادرات,غاضب,2020-08-27 18:04:20+01:00
100,250617,114965,يجب التصدي لمن لا يحترم القوانين والتنظيمات بشكل فردي وجمل عي في نفس الوقت وإلا فالتغاضي هو الذي اوصلنا لمثل هآته التصرفات الواحد لا يقدر على التغيير ولقد تعرضت للإهانة في كثير من التدخلات الأوروبي عندما تنبهه على سلوك ما يجيبك بالسماح والمغربي بالسب والشتم .,محمد حفصاوي,2020-08-27 19:12:25+01:00
101,250617,115011,و الله العظيم حتى اقول كلمة حق قد زرت القنصلية العامة في برشلونة يوم 5 غشت جميع الوافدين على القنصلية بالحمامات دون استثناء اما الموضوع فقط بنت في الاستقبال هي التي تتوفر على الكمامة و السكيرتي الاسبانى يصولون و يحلون بدون كمامات و نرفزة انا كان عندي رقم 51 تم المنادات علي كنت في زاوية بعيد قليلا عند وصولي إلى الشباك و جدت رقم 47 في الانتضار وجاء موضف بكل نرفزة بدون كمامة قام بمهاجمتي قال لي انتصر هناك قلت له ما ذنبي ادا هو نادى عبر الشاشة هو المسؤول ثم انصرف,نورالدين برشلونة,2020-08-28 09:46:11+01:00
102,250578,114978,تبارك الله عليكم ربي يحفظكم.,Maya,2020-08-27 21:47:22+01:00
103,253770,116695,هد الشيئ اللي بقئ غير الجمعيات في الخاريج لاقاربكم واصحابكم في الحزب والجمعيات ديالكم اللي في البلاد اش دارو غير الغناء علئ حساب المواطن الفقير مكدير والو لا مساعدات للفقراء ولا احتضان الاطفال الشواريع عارفين غير جمع الاموال الطائيلة من الدولة ومن الخاريج وانت اش درتي غير السفاريات والتبراع بالاموال الدولة وفضيحتك الكبرئ هيا الشواهد اللي عندك وعند العديد من اعضاء حزبكم عند وصولكم للحكومة وكترة الشواهد بدون تعب او حرق الراس و مجموعة من الطلابة المساكن اللي تيقرئ طول عمرهم وفي الاخير  البطالة والفقر والتهميش هدي هيا نتيجة هد الحكومة الفاشلة .,faty اسبانيا,2020-09-14 15:35:25+01:00
104,253914,116802,عقلية البعض لاتعرف معنى الشكرفي حق من يعمل بجد وتفاني رغم أنا هناك تحسن في جميع القنصليات و رغم بعض الأخطاء بسبب الضغط ومع ذللك شكرا لصاحب المقال للإتفاتته لهذه الشريحة,torrejon de ardoz,2020-09-15 18:24:30+01:00
105,253914,116816,baz injazat salon maghribi hhhhhhhhh,jerada,2020-09-15 21:00:20+01:00
106,253997,116814,هذا الشخص كثير الكلام ولا فائدة ترجى منه,عمر,2020-09-15 20:38:48+01:00
107,253997,116820,للاسف الشديد الرياضات المفضلة عند غالبية المغاربة والعرب  هي الرشوة وكل المحرمات… لو اخذ كل واحد منا بضع ثواني من حياته وتمعن وفهم جيدا قول الله عز وجل “نعلة الله على الراشي والمرتشي” لارتعش جسدك وجفت عروقك وقلبك وعيونك من ان الخالق وملائكته ورسله تنعلك طيلة حياتك وان الله عز وجل لن يجعل لك البركة لا في عمرك ولا في مالك ولا في اولادك ولا في عملك ولا في كل ما ملكت بغيرحق. فاللهم اطعمنا وارزقنا حلالا وجنبنا المرتشين والمنعلين والسفهاء…,متتبع,2020-09-15 21:25:43+01:00
108,254023,116818,بالكم غير الرباط والبيضاء. اجيو تشوفوا الفقيه بن صالح قرية كبيرة اللي مفيها لا جامعات ولا لستيات مزيانين يفرحوا القلب ولا جردة تخرج تنزه فيها حتى المدارس بعاد على الاحياء. والأثمنة ديال الكرا خيالية ملقاو اللي يحكم فيهم. وكري ولا خلي ولا لا تسوق ليك.,حميد,2020-09-15 21:02:20+01:00
109,254023,116822,الام,محمد,2020-09-15 21:39:45+01:00
110,254023,116823,هناك بعض المسؤولين الله يعفو عليهم يكترون شقق من وزارة الأوقاف ثم يعيدون كراءها على يدهم بضعف الثمن للطلبة رغم اجرتهم الكبيرة. الله ياخذ فيكم الحق. طنجة على سبيل المثال,مواطن,2020-09-15 22:05:23+01:00
111,254023,116841,الله يهدي الجميع صراحة مبقى ميعجب كلشي فالمغرب غالي الكرى المعيشة المدرسة صحة الله يشوف من حال الدراويش.,مغربية,2020-09-16 07:24:03+01:00
112,254023,116857,الهجرة الغير الشرعية سبباً مباشراً في إرتفاع الكراء.,amine,2020-09-16 11:11:40+01:00
113,254067,116873,الله يخرجنا من دار العرب بلا عيب واستر جميع المسلمين,غير معروف,2020-09-16 17:03:10+01:00
114,254070,116830,حسب ما ينشر  فما يقع في مدينة مراكش هو عنوان لما يسري في باقي المدن  ولو كان الضرب بحديد على كل يد متسخة  لكانت عبرة للغير لكن مع الاسف عندما تسمع انهامات مباشرة لاشخاص بالاسم والصفة على انه استلم مبلغ كدا على يد كذا في قضية كذا   ويطلب اجراء تحقيق واذا ثبت العكس مستعد لدخول السجن ولم نسمع لا رد ولا  تعليق من من يهمه الامر فالامر خطير ونسال الله ان يرد بنا الى طريقة المستقيم ويحفظ بلدنا  من شر الفتن ما ظهر منها وما بطن امين,اليعقوبي,2020-09-16 00:13:26+01:00
115,254070,116839,محاربة الرشوة لايحتاج الى ترسانة قانونية     بل الى تطبيق القانون   فاقد الشيئ لايعطيه هههههههههههه,عبد الله,2020-09-16 06:12:47+01:00
